Search Key,Name,Description,Account Type,Account Sign,Document Controlled,Summary Level,Default Account,Parent_Value,Element Level,Operands,Show Value Condition,Title Node
47340001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,4734,S,,Algebraic,N
4735,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,473,C,,Algebraic,N
47350001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,4735,S,,Algebraic,N
474,REGALIAS         ,REGALIAS         ,LIABILITY,CREDIT,N,Y,,47,C,,Algebraic,N
4741,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,474,C,,Algebraic,N
47410001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,4741,S,,Algebraic,N
4742,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,474,C,,Algebraic,N
47420001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,4742,S,,Algebraic,N
4743,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,474,C,,Algebraic,N
47430001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,4743,S,,Algebraic,N
4744,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,474,C,,Algebraic,N
47440001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,4744,S,,Algebraic,N
4745,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,474,C,,Algebraic,N
47450001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,4745,S,,Algebraic,N
475,DIVIDENDOS         ,DIVIDENDOS         ,LIABILITY,CREDIT,N,Y,,47,C,,Algebraic,N
4751,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,475,C,,Algebraic,N
47510001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,4751,S,,Algebraic,N
4752,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,475,C,,Algebraic,N
47520001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,4752,S,,Algebraic,N
4753,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,475,C,,Algebraic,N
47530001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,4753,S,,Algebraic,N
4754,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,475,C,,Algebraic,N
47540001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,4754,S,,Algebraic,N
4755,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,475,C,,Algebraic,N
47550001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,4755,S,,Algebraic,N
477,PASIVO POR COMPRA DE ACTIVO INMOVILIZADO    ,PASIVO POR COMPRA DE ACTIVO INMOVILIZADO    ,LIABILITY,CREDIT,N,Y,,47,C,,Algebraic,N
4771,INVERSIONES MOBILIARIAS        ,INVERSIONES MOBILIARIAS        ,LIABILITY,CREDIT,N,Y,,477,C,,Algebraic,N
47711,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,4771,C,,Algebraic,N
47711001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,47711,S,,Algebraic,N
47712,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,4771,C,,Algebraic,N
47712001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,47712,S,,Algebraic,N
47713,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,4771,C,,Algebraic,N
47713001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,47713,S,,Algebraic,N
47714,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,4771,C,,Algebraic,N
47714001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,47714,S,,Algebraic,N
47715,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,4771,C,,Algebraic,N
47715001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,47715,S,,Algebraic,N
4772,INVERSIONES INMOBILIARIAS        ,INVERSIONES INMOBILIARIAS        ,LIABILITY,CREDIT,N,Y,,477,C,,Algebraic,N
47721,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,4772,C,,Algebraic,N
47721001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,47721,S,,Algebraic,N
47722,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,4772,C,,Algebraic,N
47722001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,47722,S,,Algebraic,N
47723,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,4772,C,,Algebraic,N
47723001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,47723,S,,Algebraic,N
47724,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,4772,C,,Algebraic,N
47724001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,47724,S,,Algebraic,N
47725,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,4772,C,,Algebraic,N
47725001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,47725,S,,Algebraic,N
4773,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO     ,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO     ,LIABILITY,CREDIT,N,Y,,477,C,,Algebraic,N
47731,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,4773,C,,Algebraic,N
47731001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,47731,S,,Algebraic,N
47732,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,4773,C,,Algebraic,N
47732001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,47732,S,,Algebraic,N
47733,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,4773,C,,Algebraic,N
47733001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,47733,S,,Algebraic,N
47734,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,4773,C,,Algebraic,N
47734001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,47734,S,,Algebraic,N
47735,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,4773,C,,Algebraic,N
47735001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,47735,S,,Algebraic,N
4774,"INMUEBLES, MAQUINARIA Y EQUIPO      ","INMUEBLES, MAQUINARIA Y EQUIPO      ",LIABILITY,CREDIT,N,Y,,477,C,,Algebraic,N
47741,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,4774,C,,Algebraic,N
47741001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,47741,S,,Algebraic,N
47742,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,4774,C,,Algebraic,N
47742001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,47742,S,,Algebraic,N
47743,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,4774,C,,Algebraic,N
47743001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,47743,S,,Algebraic,N
47744,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,4774,C,,Algebraic,N
47744001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,47744,S,,Algebraic,N
47745,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,4774,C,,Algebraic,N
47745001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,47745,S,,Algebraic,N
4775,INTANGIBLES         ,INTANGIBLES         ,LIABILITY,CREDIT,N,Y,,477,C,,Algebraic,N
47751,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,4775,C,,Algebraic,N
47751001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,47751,S,,Algebraic,N
47752,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,4775,C,,Algebraic,N
47752001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,47752,S,,Algebraic,N
47753,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,4775,C,,Algebraic,N
47753001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,47753,S,,Algebraic,N
47754,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,4775,C,,Algebraic,N
47754001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,47754,S,,Algebraic,N
47755,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,4775,C,,Algebraic,N
47755001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,47755,S,,Algebraic,N
4776,ACTIVOS BIOLOGICOS        ,ACTIVOS BIOLOGICOS        ,LIABILITY,CREDIT,N,Y,,477,C,,Algebraic,N
47761,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,4776,C,,Algebraic,N
47761001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,47761,S,,Algebraic,N
47762,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,4776,C,,Algebraic,N
47762001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,47762,S,,Algebraic,N
47763,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,4776,C,,Algebraic,N
47763001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,47763,S,,Algebraic,N
47764,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,4776,C,,Algebraic,N
47764001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,47764,S,,Algebraic,N
47765,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,4776,C,,Algebraic,N
47765001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,47765,S,,Algebraic,N
479,OTRAS CUENTAS POR PAGAR DIVERSAS     ,OTRAS CUENTAS POR PAGAR DIVERSAS     ,LIABILITY,CREDIT,N,Y,,47,C,,Algebraic,N
4791,OTRAS CUENTAS POR PAGAR DIVERSAS     ,OTRAS CUENTAS POR PAGAR DIVERSAS     ,LIABILITY,CREDIT,N,Y,,479,C,,Algebraic,N
47911,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,Y,,4791,C,,Algebraic,N
47911001,MATRIZ         ,MATRIZ         ,LIABILITY,CREDIT,N,N,,47911,S,,Algebraic,N
47912,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,Y,,4791,C,,Algebraic,N
47912001,SUBSIDIARIAS         ,SUBSIDIARIAS         ,LIABILITY,CREDIT,N,N,,47912,S,,Algebraic,N
47913,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,Y,,4791,C,,Algebraic,N
47913001,ASOCIADAS         ,ASOCIADAS         ,LIABILITY,CREDIT,N,N,,47913,S,,Algebraic,N
47914,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,Y,,4791,C,,Algebraic,N
47914001,SUCURSALES         ,SUCURSALES         ,LIABILITY,CREDIT,N,N,,47914,S,,Algebraic,N
47915,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,Y,,4791,C,,Algebraic,N
47915001,OTRAS         ,OTRAS         ,LIABILITY,CREDIT,N,N,,47915,S,,Algebraic,N
48,PROVISIONES ,PROVISIONES ,LIABILITY,CREDIT,N,Y,,4,C,,Algebraic,N
481,PROVISION PARA LITIGIOS       ,PROVISION PARA LITIGIOS       ,LIABILITY,CREDIT,N,Y,,48,C,,Algebraic,N
48100001,PROVISION PARA LITIGIOS       ,PROVISION PARA LITIGIOS       ,LIABILITY,CREDIT,N,N,,481,S,,Algebraic,N
482,"PROVISION POR DESMANTELAMIENTO, RETIRO O REHABILITACION DEL INMOVILIZADO  ","PROVISION POR DESMANTELAMIENTO, RETIRO O REHABILITACION DEL INMOVILIZADO  ",LIABILITY,CREDIT,N,Y,,48,C,,Algebraic,N
48200001,"PROVISION POR DESMANTELAMIENTO, RETIRO O REHABILITACION DEL INMOVILIZADO  ","PROVISION POR DESMANTELAMIENTO, RETIRO O REHABILITACION DEL INMOVILIZADO  ",LIABILITY,CREDIT,N,N,,482,S,,Algebraic,N
483,PROVISION PARA REESTRUCTURACIONES       ,PROVISION PARA REESTRUCTURACIONES       ,LIABILITY,CREDIT,N,Y,,48,C,,Algebraic,N
48300001,PROVISION PARA REESTRUCTURACIONES       ,PROVISION PARA REESTRUCTURACIONES       ,LIABILITY,CREDIT,N,N,,483,S,,Algebraic,N
484,PROVISION PARA PROTECCION Y REMEDIACION DEL MEDIO AMBIENTE  ,PROVISION PARA PROTECCION Y REMEDIACION DEL MEDIO AMBIENTE  ,LIABILITY,CREDIT,N,Y,,48,C,,Algebraic,N
48400001,PROVISION PARA PROTECCION Y REMEDIACION DEL MEDIO AMBIENTE  ,PROVISION PARA PROTECCION Y REMEDIACION DEL MEDIO AMBIENTE  ,LIABILITY,CREDIT,N,N,,484,S,,Algebraic,N
485,PROVISION PARA GASTOS DE RESPONSABILIDAD SOCIAL    ,PROVISION PARA GASTOS DE RESPONSABILIDAD SOCIAL    ,LIABILITY,CREDIT,N,Y,,48,C,,Algebraic,N
48500001,PROVISION PARA GASTOS DE RESPONSABILIDAD SOCIAL    ,PROVISION PARA GASTOS DE RESPONSABILIDAD SOCIAL    ,LIABILITY,CREDIT,N,N,,485,S,,Algebraic,N
486,PROVISION PARA GARANTIAS       ,PROVISION PARA GARANTIAS       ,LIABILITY,CREDIT,N,Y,,48,C,,Algebraic,N
48600001,PROVISION PARA GARANTIAS       ,PROVISION PARA GARANTIAS       ,LIABILITY,CREDIT,N,N,,486,S,,Algebraic,N
489,OTRAS PROVISIONES        ,OTRAS PROVISIONES        ,LIABILITY,CREDIT,N,Y,,48,C,,Algebraic,N
48900001,OTRAS PROVISIONES,OTRAS PROVISIONES,LIABILITY,CREDIT,N,N,,489,S,,Algebraic,N
49,PASIVO DIFERIDO ,PASIVO DIFERIDO ,LIABILITY,CREDIT,N,Y,,4,C,,Algebraic,N
491,IMPUESTO A LA RENTA DIFERIDO     ,IMPUESTO A LA RENTA DIFERIDO     ,LIABILITY,CREDIT,N,Y,,49,C,,Algebraic,N
4911,IMPUESTO A LA RENTA DIFERIDO   PATRIMONIO   ,IMPUESTO A LA RENTA DIFERIDO   PATRIMONIO   ,LIABILITY,CREDIT,N,Y,,491,C,,Algebraic,N
49110001,IMPUESTO A LA RENTA DIFERIDO   PATRIMONIO   ,IMPUESTO A LA RENTA DIFERIDO   PATRIMONIO   ,LIABILITY,CREDIT,N,N,,4911,S,,Algebraic,N
4912,IMPUESTO A LA RENTA DIFERIDO   RESULTADOS   ,IMPUESTO A LA RENTA DIFERIDO   RESULTADOS   ,LIABILITY,CREDIT,N,Y,,491,C,,Algebraic,N
49120001,IMPUESTO A LA RENTA DIFERIDO   RESULTADOS   ,IMPUESTO A LA RENTA DIFERIDO   RESULTADOS   ,LIABILITY,CREDIT,N,N,,4912,S,,Algebraic,N
492,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS     ,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS     ,LIABILITY,CREDIT,N,Y,,49,C,,Algebraic,N
4921,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   PATRIMONIO   ,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   PATRIMONIO   ,LIABILITY,CREDIT,N,Y,,492,C,,Algebraic,N
49210001,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   PATRIMONIO   ,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   PATRIMONIO   ,LIABILITY,CREDIT,N,N,,4921,S,,Algebraic,N
4922,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   RESULTADOS   ,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   RESULTADOS   ,LIABILITY,CREDIT,N,Y,,492,C,,Algebraic,N
49220001,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   RESULTADOS   ,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS   RESULTADOS   ,LIABILITY,CREDIT,N,N,,4922,S,,Algebraic,N
493,INTERESES DIFERIDOS        ,INTERESES DIFERIDOS        ,LIABILITY,CREDIT,N,Y,,49,C,,Algebraic,N
4931,INTERESES NO DEVENGADOS EN TRANSACCIONES CON TERCEROS   ,INTERESES NO DEVENGADOS EN TRANSACCIONES CON TERCEROS   ,LIABILITY,CREDIT,N,Y,,493,C,,Algebraic,N
49310001,INTERESES NO DEVENGADOS EN TRANSACCIONES CON TERCEROS   ,INTERESES NO DEVENGADOS EN TRANSACCIONES CON TERCEROS   ,LIABILITY,CREDIT,N,N,,4931,S,,Algebraic,N
4932,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCONTADO  ,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCONTADO  ,LIABILITY,CREDIT,N,Y,,493,C,,Algebraic,N
49320001,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCONTADO  ,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCONTADO  ,LIABILITY,CREDIT,N,N,,4932,S,,Algebraic,N
494,GANANCIA EN VENTA CON ARRENDAMIENTO FINANCIERO PARALELO   ,GANANCIA EN VENTA CON ARRENDAMIENTO FINANCIERO PARALELO   ,LIABILITY,CREDIT,N,Y,,49,C,,Algebraic,N
49400001,GANANCIA EN VENTA CON ARRENDAMIENTO FINANCIERO PARALELO   ,GANANCIA EN VENTA CON ARRENDAMIENTO FINANCIERO PARALELO   ,LIABILITY,CREDIT,N,N,,494,S,,Algebraic,N
495,SUBSIDIOS RECIBIDOS DIFERIDOS       ,SUBSIDIOS RECIBIDOS DIFERIDOS       ,LIABILITY,CREDIT,N,Y,,49,C,,Algebraic,N
49500001,SUBSIDIOS RECIBIDOS DIFERIDOS       ,SUBSIDIOS RECIBIDOS DIFERIDOS       ,LIABILITY,CREDIT,N,N,,495,S,,Algebraic,N
496,INGRESOS DIFERIDOS        ,INGRESOS DIFERIDOS        ,LIABILITY,CREDIT,N,Y,,49,C,,Algebraic,N
49600001,INGRESOS DIFERIDOS        ,INGRESOS DIFERIDOS        ,LIABILITY,CREDIT,N,N,,496,S,,Algebraic,N
497,COSTOS DIFERIDOS        ,COSTOS DIFERIDOS        ,LIABILITY,CREDIT,N,Y,,49,C,,Algebraic,N
49700001,COSTOS DIFERIDOS        ,COSTOS DIFERIDOS        ,LIABILITY,CREDIT,N,N,,497,S,,Algebraic,N
5,PATRIMONIO NETO ,PATRIMONIO NETO ,LIABILITY,CREDIT,N,Y,,,E,,Algebraic,N
50,CAPITAL ,CAPITAL ,Owner's Equity,CREDIT,N,Y,,5,C,,Algebraic,N
501,CAPITAL SOCIAL        ,CAPITAL SOCIAL        ,Owner's Equity,CREDIT,N,Y,,50,C,,Algebraic,N
5011,ACCIONES         ,ACCIONES         ,Owner's Equity,CREDIT,N,Y,,501,C,,Algebraic,N
50110001,ACCIONES         ,ACCIONES         ,Owner's Equity,CREDIT,N,N,,5011,S,,Algebraic,N
5012,PARTICIPACIONES         ,PARTICIPACIONES         ,Owner's Equity,CREDIT,N,Y,,501,C,,Algebraic,N
50120001,PARTICIPACIONES         ,PARTICIPACIONES         ,Owner's Equity,CREDIT,N,N,,5012,S,,Algebraic,N
502,ACCIONES EN TESORERIA       ,ACCIONES EN TESORERIA       ,Owner's Equity,CREDIT,N,Y,,50,C,,Algebraic,N
50200001,ACCIONES EN TESORERIA       ,ACCIONES EN TESORERIA       ,Owner's Equity,CREDIT,N,N,,502,S,,Algebraic,N
51,ACCIONES DE INVERSION,ACCIONES DE INVERSION,Owner's Equity,CREDIT,N,Y,,5,C,,Algebraic,N
511,ACCIONES DE INVERSION       ,ACCIONES DE INVERSION       ,Owner's Equity,CREDIT,N,Y,,51,C,,Algebraic,N
51100001,ACCIONES DE INVERSION       ,ACCIONES DE INVERSION       ,Owner's Equity,CREDIT,N,N,,511,S,,Algebraic,N
512,ACCIONES DE INVERSION EN TESORERIA     ,ACCIONES DE INVERSION EN TESORERIA     ,Owner's Equity,CREDIT,N,Y,,51,C,,Algebraic,N
51200001,ACCIONES DE INVERSION EN TESORERIA     ,ACCIONES DE INVERSION EN TESORERIA     ,Owner's Equity,CREDIT,N,N,,512,S,,Algebraic,N
52,CAPITAL ADICIONAL ,CAPITAL ADICIONAL ,Owner's Equity,CREDIT,N,Y,,5,C,,Algebraic,N
521,PRIMAS (DESCUENTO) DE ACCIONES      ,PRIMAS (DESCUENTO) DE ACCIONES      ,Owner's Equity,CREDIT,N,Y,,52,C,,Algebraic,N
52100001,PRIMAS (DESCUENTO) DE ACCIONES      ,PRIMAS (DESCUENTO) DE ACCIONES      ,Owner's Equity,CREDIT,N,N,,521,S,,Algebraic,N
522,CAPITALIZACIONES EN TRAMITE       ,CAPITALIZACIONES EN TRAMITE       ,Owner's Equity,CREDIT,N,Y,,52,C,,Algebraic,N
5221,APORTES         ,APORTES         ,Owner's Equity,CREDIT,N,Y,,522,C,,Algebraic,N
52210001,APORTES         ,APORTES         ,Owner's Equity,CREDIT,N,N,,5221,S,,Algebraic,N
5222,RESERVAS         ,RESERVAS         ,Owner's Equity,CREDIT,N,Y,,522,C,,Algebraic,N
52220001,RESERVAS         ,RESERVAS         ,Owner's Equity,CREDIT,N,N,,5222,S,,Algebraic,N
5223,ACREENCIAS         ,ACREENCIAS         ,Owner's Equity,CREDIT,N,Y,,522,C,,Algebraic,N
52230001,ACREENCIAS         ,ACREENCIAS         ,Owner's Equity,CREDIT,N,N,,5223,S,,Algebraic,N
5224,UTILIDADES         ,UTILIDADES         ,Owner's Equity,CREDIT,N,Y,,522,C,,Algebraic,N
52240001,UTILIDADES         ,UTILIDADES         ,Owner's Equity,CREDIT,N,N,,5224,S,,Algebraic,N
523,REDUCCIONES DE CAPITAL PENDIENTES DE FORMALIZACION    ,REDUCCIONES DE CAPITAL PENDIENTES DE FORMALIZACION    ,Owner's Equity,CREDIT,N,Y,,52,C,,Algebraic,N
52300001,REDUCCIONES DE CAPITAL PENDIENTES DE FORMALIZACION    ,REDUCCIONES DE CAPITAL PENDIENTES DE FORMALIZACION    ,Owner's Equity,CREDIT,N,N,,523,S,,Algebraic,N
56,RESULTADOS NO REALIZADOS,RESULTADOS NO REALIZADOS,Owner's Equity,CREDIT,N,Y,,5,C,,Algebraic,N
561,DIFERENCIA EN CAMBIO DE INVERSIONES PERMANENTES EN ENTIDADES EXTRANJERAS ,DIFERENCIA EN CAMBIO DE INVERSIONES PERMANENTES EN ENTIDADES EXTRANJERAS ,Owner's Equity,CREDIT,N,Y,,56,C,,Algebraic,N
56100001,DIFERENCIA EN CAMBIO DE INVERSIONES PERMANENTES EN ENTIDADES EXTRANJERAS ,DIFERENCIA EN CAMBIO DE INVERSIONES PERMANENTES EN ENTIDADES EXTRANJERAS ,Owner's Equity,CREDIT,N,N,,561,S,,Algebraic,N
562,INSTRUMENTOS FINANCIEROS   COBERTURA DE FLUJO DE EFECTIVO  ,INSTRUMENTOS FINANCIEROS   COBERTURA DE FLUJO DE EFECTIVO  ,Owner's Equity,CREDIT,N,Y,,56,C,,Algebraic,N
56200001,INSTRUMENTOS FINANCIEROS   COBERTURA DE FLUJO DE EFECTIVO  ,INSTRUMENTOS FINANCIEROS   COBERTURA DE FLUJO DE EFECTIVO  ,Owner's Equity,CREDIT,N,N,,562,S,,Algebraic,N
563,GANANCIA O PERDIDA EN ACTIVOS O PASIVOS FINANCIEROS DISPONIBLES ,GANANCIA O PERDIDA EN ACTIVOS O PASIVOS FINANCIEROS DISPONIBLES ,Owner's Equity,CREDIT,N,Y,,56,C,,Algebraic,N
5631,GANANCIA         ,GANANCIA         ,Owner's Equity,CREDIT,N,Y,,563,C,,Algebraic,N
56310001,GANANCIA         ,GANANCIA         ,Owner's Equity,CREDIT,N,N,,5631,S,,Algebraic,N
5632,PERDIDA         ,PERDIDA         ,Owner's Equity,CREDIT,N,Y,,563,C,,Algebraic,N
56320001,PERDIDA         ,PERDIDA         ,Owner's Equity,CREDIT,N,N,,5632,S,,Algebraic,N
564,GANANCIA O PERDIDA EN ACTIVOS O PASIVOS FINANCIEROS DISPONIBLES PARA LA VENTA  COMPRA O VENTA CONVENCIONAL FECHA DE LIQUIDACININ ,GANANCIA O PERDIDA EN ACTIVOS O PASIVOS FINANCIEROS DISPONIBLES PARA LA VENTA  COMPRA O VENTA CONVENCIONAL FECHA DE LIQUIDACININ ,Owner's Equity,CREDIT,N,Y,,56,C,,Algebraic,N
5641,GANANCIA         ,GANANCIA         ,Owner's Equity,CREDIT,N,Y,,564,C,,Algebraic,N
56410001,GANANCIA         ,GANANCIA         ,Owner's Equity,CREDIT,N,N,,5641,S,,Algebraic,N
5642,PERDIDA         ,PERDIDA         ,Owner's Equity,CREDIT,N,Y,,564,C,,Algebraic,N
56420001,PERDIDA         ,PERDIDA         ,Owner's Equity,CREDIT,N,N,,5642,S,,Algebraic,N
57,EXCEDENTE DE REVALUACION ,EXCEDENTE DE REVALUACION ,Owner's Equity,CREDIT,N,Y,,5,C,,Algebraic,N
571,EXCEDENTE DE REVALUACION       ,EXCEDENTE DE REVALUACION       ,Owner's Equity,CREDIT,N,Y,,57,C,,Algebraic,N
5711,INVERSIONES INMOBILIARIAS        ,INVERSIONES INMOBILIARIAS        ,Owner's Equity,CREDIT,N,Y,,571,C,,Algebraic,N
57110001,INVERSIONES INMOBILIARIAS        ,INVERSIONES INMOBILIARIAS        ,Owner's Equity,CREDIT,N,N,,5711,S,,Algebraic,N
5712,"INMUEBLES, MAQUINARIA Y EQUIPOS      ","INMUEBLES, MAQUINARIA Y EQUIPOS      ",Owner's Equity,CREDIT,N,Y,,571,C,,Algebraic,N
57120001,"INMUEBLES, MAQUINARIA Y EQUIPOS      ","INMUEBLES, MAQUINARIA Y EQUIPOS      ",Owner's Equity,CREDIT,N,N,,5712,S,,Algebraic,N
5713,INTANGIBLES         ,INTANGIBLES         ,Owner's Equity,CREDIT,N,Y,,571,C,,Algebraic,N
57130001,INTANGIBLES         ,INTANGIBLES         ,Owner's Equity,CREDIT,N,N,,5713,S,,Algebraic,N
572,EXCEDENTE DE REVALUACION  ACCIONES LIBERADAS RECIBIDAS   ,EXCEDENTE DE REVALUACION  ACCIONES LIBERADAS RECIBIDAS   ,Owner's Equity,CREDIT,N,Y,,57,C,,Algebraic,N
57200001,EXCEDENTE DE REVALUACION  ACCIONES LIBERADAS RECIBIDAS   ,EXCEDENTE DE REVALUACION  ACCIONES LIBERADAS RECIBIDAS   ,Owner's Equity,CREDIT,N,N,,572,S,,Algebraic,N
